timestamp, name, pci.bus_id, driver_version, pstate, pcie.link.gen.max, pcie.link.gen.current, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2025/03/18 02:39:01.186, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.187, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.188, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.189, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.190, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P5, 4, 2, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.191, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.192, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:01.193, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 39, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.194, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.195, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.196, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.196, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.197, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.198, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.198, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:02.199, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.200, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.201, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.201, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.202, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.203, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.204, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.204, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:03.205, NVIDIA RTX A6000, 00000000:E1:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.206, NVIDIA RTX A6000, 00000000:01:00.0, 535.183.01, P8, 4, 1, 42, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.207, NVIDIA RTX A6000, 00000000:25:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.208, NVIDIA RTX A6000, 00000000:41:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.209, NVIDIA RTX A6000, 00000000:61:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.209, NVIDIA RTX A6000, 00000000:81:00.0, 535.183.01, P8, 4, 1, 40, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.210, NVIDIA RTX A6000, 00000000:A1:00.0, 535.183.01, P8, 4, 1, 38, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
2025/03/18 02:39:04.211, NVIDIA RTX A6000, 00000000:C1:00.0, 535.183.01, P8, 4, 1, 41, 0 %, 0 %, 49140 MiB, 48666 MiB, 10 MiB
