,cdf,batch_execution_time
0,0.0,0.02104690444313434
1,0.01,0.02104690444313434
2,0.02,0.02104690444313434
3,0.03,0.02104690444313434
4,0.04,0.02104690444313434
5,0.05,0.02104690444313434
6,0.06,0.02104690444313434
7,0.07,0.02104690444313434
8,0.08,0.02104690444313434
9,0.09,0.02104690444313434
10,0.1,0.02104690444313434
11,0.11,0.02104690444313434
12,0.12,0.02104690444313434
13,0.13,0.02104690444313434
14,0.14,0.02104690444313434
15,0.15,0.02104690444313434
16,0.16,0.02104690444313434
17,0.17,0.02104690444313434
18,0.18,0.02104690444313434
19,0.19,0.02104690444313434
20,0.2,0.02104690444313434
21,0.21,0.02104690444313434
22,0.22,0.02104690444313434
23,0.23,0.02104690444313434
24,0.24,0.02104690444313434
25,0.25,0.02104690444313434
26,0.26,0.02104690444313434
27,0.27,0.02104690444313434
28,0.28,0.02104690444313434
29,0.29,0.02104690444313434
30,0.3,0.02104690444313434
31,0.31,0.02104690444313434
32,0.32,0.02104690444313434
33,0.33,0.02104690444313434
34,0.34,0.02104690444313434
35,0.35000000000000003,0.02104690444313434
36,0.36,0.02104690444313434
37,0.37,0.02104690444313434
38,0.38,0.02104690444313434
39,0.39,0.02104690444313434
40,0.4,0.02104690444313434
41,0.41000000000000003,0.02104690444313434
42,0.42,0.02104690444313434
43,0.43,0.02104690444313434
44,0.44,0.02104690444313434
45,0.45,0.02104690444313434
46,0.46,0.02104690444313434
47,0.47000000000000003,0.02104690444313434
48,0.48,0.02104690444313434
49,0.49,0.02104690444313434
50,0.5,0.02104690444313434
51,0.51,0.02104690444313434
52,0.52,0.02104690444313434
53,0.53,0.02104690444313434
54,0.54,0.02104690444313434
55,0.55,0.02104690444313434
56,0.56,0.02104690444313434
57,0.5700000000000001,0.02104690444313434
58,0.58,0.02104690444313434
59,0.59,0.02104690444313434
60,0.6,0.02104690444313434
61,0.61,0.02104690444313434
62,0.62,0.02104690444313434
63,0.63,0.02104690444313434
64,0.64,0.02104690444313434
65,0.65,0.021089040387965444
66,0.66,0.021089040387965444
67,0.67,0.021089040387965444
68,0.68,0.021089040387965444
69,0.6900000000000001,0.021089040387965444
70,0.7000000000000001,0.021089040387965444
71,0.71,0.021089040387965444
72,0.72,0.021089040387965444
73,0.73,0.021089040387965444
74,0.74,0.021089040387965444
75,0.75,0.021089040387965444
76,0.76,0.021089040387965444
77,0.77,0.021089040387965444
78,0.78,0.021089040387965444
79,0.79,0.021089040387965444
80,0.8,0.021089040387965444
81,0.81,0.021089040387965444
82,0.8200000000000001,0.021089040387965444
83,0.8300000000000001,0.021089040387965444
84,0.84,0.021089040387965444
85,0.85,0.021089040387965444
86,0.86,0.021089040387965444
87,0.87,0.021089040387965444
88,0.88,0.021089040387965444
89,0.89,0.021089040387965444
90,0.9,0.021089040387965444
91,0.91,0.021089040387965444
92,0.92,0.021089040387965444
93,0.93,0.021089040387965444
94,0.9400000000000001,0.021089040387965444
95,0.9500000000000001,0.021089040387965444
96,0.96,0.021089040387965444
97,0.97,0.021089040387965444
98,0.98,0.021089040387965444
99,0.99,0.021089040387965444
100,1.0,0.15031816493615288
