,cdf,batch_execution_time
0,0.0,0.20453809668309694
1,0.01,0.20453809668309694
2,0.02,0.20453809668309694
3,0.03,0.20453809668309694
4,0.04,0.20453809668309694
5,0.05,0.20453809668309694
6,0.06,0.20453809668309694
7,0.07,0.20453809668309694
8,0.08,0.20453809668309694
9,0.09,0.20453809668309694
10,0.1,0.20453809668309694
11,0.11,0.20453809668309694
12,0.12,0.20453809668309694
13,0.13,0.20453809668309694
14,0.14,0.20453809668309694
15,0.15,0.20453809668309694
16,0.16,0.20453809668309694
17,0.17,0.20453809668309694
18,0.18,0.20453809668309694
19,0.19,0.20453809668309694
20,0.2,0.20453809668309694
21,0.21,0.20453809668309694
22,0.22,0.20453809668309694
23,0.23,0.20453809668309694
24,0.24,0.20453809668309694
25,0.25,0.20453809668309694
26,0.26,0.20453809668309694
27,0.27,0.20453809668309694
28,0.28,0.20453809668309694
29,0.29,0.20453809668309694
30,0.3,0.20453809668309694
31,0.31,0.20453809668309694
32,0.32,0.20453809668309694
33,0.33,0.20453809668309694
34,0.34,0.20453809668309694
35,0.35000000000000003,0.20453809668309694
36,0.36,0.20453809668309694
37,0.37,0.20453809668309694
38,0.38,0.20453809668309694
39,0.39,0.20453809668309694
40,0.4,0.20453809668309694
41,0.41000000000000003,0.20453809668309694
42,0.42,0.20453809668309694
43,0.43,0.20453809668309694
44,0.44,0.20453809668309694
45,0.45,0.20453809668309694
46,0.46,0.20453809668309694
47,0.47000000000000003,0.20453809668309694
48,0.48,0.20453809668309694
49,0.49,0.20453809668309694
50,0.5,0.20453809668309694
51,0.51,0.20453809668309694
52,0.52,0.20453809668309694
53,0.53,0.20453809668309694
54,0.54,0.20453809668309694
55,0.55,0.20453809668309694
56,0.56,0.20453809668309694
57,0.5700000000000001,0.20453809668309694
58,0.58,0.20453809668309694
59,0.59,0.20453809668309694
60,0.6,0.20453809668309694
61,0.61,0.20453809668309694
62,0.62,0.20453809668309694
63,0.63,0.20453809668309694
64,0.64,0.20453809668309694
65,0.65,0.20453809668309694
66,0.66,0.20453809668309694
67,0.67,0.20453809668309694
68,0.68,0.20453809668309694
69,0.6900000000000001,0.20453809668309694
70,0.7000000000000001,0.20453809668309694
71,0.71,0.20453809668309694
72,0.72,0.20453809668309694
73,0.73,0.20453809668309694
74,0.74,0.20453809668309694
75,0.75,0.20453809668309694
76,0.76,0.20453809668309694
77,0.77,0.20453809668309694
78,0.78,0.20453809668309694
79,0.79,0.20453809668309694
80,0.8,0.20453809668309694
81,0.81,0.20453809668309694
82,0.8200000000000001,0.20453809668309694
83,0.8300000000000001,0.20453809668309694
84,0.84,0.20453809668309694
85,0.85,0.20453809668309694
86,0.86,0.20453809668309694
87,0.87,0.20453809668309694
88,0.88,0.20453809668309694
89,0.89,0.20453809668309694
90,0.9,0.20453809668309694
91,0.91,0.20453809668309694
92,0.92,0.20453809668309694
93,0.93,0.20453809668309694
94,0.9400000000000001,0.20453809668309694
95,0.9500000000000001,0.20453809668309694
96,0.96,0.20453809668309694
97,0.97,0.20453809668309694
98,0.98,0.20453809668309694
99,0.99,0.20453809668309694
100,1.0,1.3086546040614937
