,cdf,batch_execution_time
0,0.0,0.04482444975364467
1,0.01,0.04482444975364467
2,0.02,0.04482444975364467
3,0.03,0.04482444975364467
4,0.04,0.04482444975364467
5,0.05,0.04482444975364467
6,0.06,0.04482444975364467
7,0.07,0.04482444975364467
8,0.08,0.04482444975364467
9,0.09,0.04482444975364467
10,0.1,0.04482444975364467
11,0.11,0.04482444975364467
12,0.12,0.04482444975364467
13,0.13,0.04482444975364467
14,0.14,0.04482444975364467
15,0.15,0.04482444975364467
16,0.16,0.04482444975364467
17,0.17,0.04482444975364467
18,0.18,0.04482444975364467
19,0.19,0.04482444975364467
20,0.2,0.04482444975364467
21,0.21,0.04482444975364467
22,0.22,0.04482444975364467
23,0.23,0.04482444975364467
24,0.24,0.04482444975364467
25,0.25,0.04482444975364467
26,0.26,0.04482444975364467
27,0.27,0.04482444975364467
28,0.28,0.04482444975364467
29,0.29,0.04482444975364467
30,0.3,0.04482444975364467
31,0.31,0.04482444975364467
32,0.32,0.04482444975364467
33,0.33,0.04482444975364467
34,0.34,0.04482444975364467
35,0.35000000000000003,0.04482444975364467
36,0.36,0.04482444975364467
37,0.37,0.04482444975364467
38,0.38,0.04482444975364467
39,0.39,0.04482444975364467
40,0.4,0.04482444975364467
41,0.41000000000000003,0.04482444975364467
42,0.42,0.04482444975364467
43,0.43,0.04482444975364467
44,0.44,0.04482444975364467
45,0.45,0.04482444975364467
46,0.46,0.04482444975364467
47,0.47000000000000003,0.04482444975364467
48,0.48,0.04482444975364467
49,0.49,0.04482444975364467
50,0.5,0.04482444975364467
51,0.51,0.04482444975364467
52,0.52,0.04482444975364467
53,0.53,0.04482444975364467
54,0.54,0.04482444975364467
55,0.55,0.04482444975364467
56,0.56,0.04482444975364467
57,0.5700000000000001,0.04482444975364467
58,0.58,0.04482444975364467
59,0.59,0.04482444975364467
60,0.6,0.04482444975364467
61,0.61,0.04482444975364467
62,0.62,0.04482444975364467
63,0.63,0.04482444975364467
64,0.64,0.04482444975364467
65,0.65,0.04482444975364467
66,0.66,0.04482444975364467
67,0.67,0.04482444975364467
68,0.68,0.04482444975364467
69,0.6900000000000001,0.04482444975364467
70,0.7000000000000001,0.04482444975364467
71,0.71,0.04482444975364467
72,0.72,0.04482444975364467
73,0.73,0.04482444975364467
74,0.74,0.04482444975364467
75,0.75,0.04482444975364467
76,0.76,0.04482444975364467
77,0.77,0.04482444975364467
78,0.78,0.04482444975364467
79,0.79,0.04482444975364467
80,0.8,0.04482444975364467
81,0.81,0.04482444975364467
82,0.8200000000000001,0.04482444975364467
83,0.8300000000000001,0.04482444975364467
84,0.84,0.04482444975364467
85,0.85,0.04482444975364467
86,0.86,0.04482444975364467
87,0.87,0.04482444975364467
88,0.88,0.04482444975364467
89,0.89,0.04482444975364467
90,0.9,0.04482444975364467
91,0.91,0.04482444975364467
92,0.92,0.04482444975364467
93,0.93,0.04482444975364467
94,0.9400000000000001,0.04482444975364467
95,0.9500000000000001,0.04482444975364467
96,0.96,0.04482444975364467
97,0.97,0.04482444975364467
98,0.98,0.04482444975364467
99,0.99,0.04482444975364467
100,1.0,0.530996042333594
